TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft of Vehicle,2019,1,25,18,0,11XX PENDRELL ST,West End,490439.7327,5458801.3692
Theft of Vehicle,2019,2,3,9,6,11XX QUEBEC ST,Central Business District,492589.4485,5458017.4412
Theft of Vehicle,2019,12,6,2,15,11XX QUEBEC ST,Central Business District,492589.4485,5458017.4412
Theft of Vehicle,2019,4,30,16,30,11XX ROBSON ST,West End,490870.9796,5459157.4511
Theft of Vehicle,2019,3,23,16,0,11XX ROBSON ST,West End,490909.5334,5459106.0202
Theft of Vehicle,2019,11,19,18,15,11XX ROBSON ST,West End,490909.5334,5459106.0202
Theft of Vehicle,2019,8,12,20,0,11XX ROSE ST,Grandview-Woodland,495430.2279,5457956.7945
Theft of Vehicle,2019,1,9,20,30,11XX SEYMOUR ST,Central Business District,490920.5987,5458221.3896
Theft of Vehicle,2019,12,8,16,33,11XX SEYMOUR ST,Central Business District,490943.0067,5458256.6083
Theft of Vehicle,2019,1,28,5,26,11XX STATION ST,Strathcona,492834.924,5457930.2559
Theft of Vehicle,2019,9,26,9,0,11XX STOVOLD LANE,West End,490805.6036,5458995.5038
Theft of Vehicle,2019,7,17,17,0,11XX THURLOW ST,West End,490574.9664,5458747.9014
Theft of Vehicle,2019,5,7,19,0,11XX UNION ST,Strathcona,494153.066,5458283.6554
Theft of Vehicle,2019,8,15,15,45,11XX W 11TH AVE,Fairview,490574.9901,5456537.2392
Theft of Vehicle,2019,5,18,12,20,11XX W 26TH AVE,Shaughnessy,490413.0879,5455062.6037
Theft of Vehicle,2019,3,7,16,30,11XX W 41ST AVE,Oakridge,490433.7063,5453479.0602
Theft of Vehicle,2019,2,27,16,39,11XX W 48TH AVE,Oakridge,490442.8102,5452759.5487
Theft of Vehicle,2019,10,10,16,30,11XX W HASTINGS ST,Central Business District,491166.4482,5459522.8005
Theft of Vehicle,2019,1,8,18,45,11XX W PENDER ST,Central Business District,491126.7532,5459479.9857
Theft of Vehicle,2019,9,7,0,0,12XX BEACH AVE,West End,490017.8954,5458516.6392
Theft of Vehicle,2019,12,12,20,0,12XX BURNABY ST,West End,490152.2575,5458787.7725
Theft of Vehicle,2019,1,25,23,0,12XX CARDERO ST,West End,489896.0353,5459160.1153
Theft of Vehicle,2019,11,16,23,45,12XX CARDERO ST,West End,489896.0353,5459160.1153
Theft of Vehicle,2019,1,14,11,0,12XX CARDERO ST,West End,489916.6326,5459167.5846
Theft of Vehicle,2019,9,14,23,0,12XX COMOX ST,West End,490446.0063,5458948.7155
Theft of Vehicle,2019,4,27,20,0,12XX E 11TH AVE,Mount Pleasant,494216.2734,5456417.447
Theft of Vehicle,2019,10,11,13,30,12XX E 16TH AVE,Kensington-Cedar Cottage,494225.0777,5455943.1555
Theft of Vehicle,2019,12,24,18,0,12XX E 17TH AVE,Kensington-Cedar Cottage,494199.0038,5455841.6502
Theft of Vehicle,2019,8,17,12,0,12XX E 41ST AVE,Sunset,494149.7716,5453326.8957
Theft of Vehicle,2019,8,12,22,45,12XX E 55TH AVE,Sunset,494060.6597,5451868.5065
Theft of Vehicle,2019,9,18,21,29,12XX E 8TH AVE,Mount Pleasant,494266.4806,5456729.0395
Theft of Vehicle,2019,12,6,16,40,12XX FRANKLIN ST,Strathcona,494252.165,5458835.761
Theft of Vehicle,2019,1,10,17,38,12XX GRANVILLE ST,Central Business District,490766.3325,5458211.2139
Theft of Vehicle,2019,7,20,0,30,12XX HARO ST,West End,490610.5416,5459264.9136
Theft of Vehicle,2019,12,3,13,41,12XX HOWE ST,Central Business District,490737.4206,5458341.6008
Theft of Vehicle,2019,2,19,20,32,12XX KINGSWAY AVE,Kensington-Cedar Cottage,494189.973,5455471.378
Theft of Vehicle,2019,12,31,18,0,12XX MARINASIDE CRES,Central Business District,491202.3906,5457736.0027
Theft of Vehicle,2019,1,10,0,0,12XX MARINASIDE CRES,Central Business District,491245.5311,5457763.2871
Theft of Vehicle,2019,1,6,20,0,12XX NELSON ST,West End,490522.472,5459025.6388
Theft of Vehicle,2019,7,19,18,0,12XX ODLUM DR,Grandview-Woodland,494482.3667,5457915.5047
Theft of Vehicle,2019,1,6,0,0,12XX RICHARDS ST,Central Business District,490919.394,5458083.1339
Theft of Vehicle,2019,9,16,18,0,12XX SALSBURY DR,Grandview-Woodland,495086.6254,5457887.1192
Theft of Vehicle,2019,8,6,15,0,12XX SEYMOUR ST,Central Business District,490891.5916,5458192.423
Theft of Vehicle,2019,3,7,18,15,12XX W 45TH AVE,Oakridge,490295.3946,5453072.2037
Theft of Vehicle,2019,3,10,4,7,12XX WILLIAM ST,Strathcona,494282.5199,5457920.8656
Theft of Vehicle,2019,6,25,20,1,13XX ARBUTUS ST,Kitsilano,488900.4675,5457971.3549
Theft of Vehicle,2019,7,14,3,30,13XX BARCLAY ST,West End,490475.1622,5459245.5064
Theft of Vehicle,2019,5,13,22,0,13XX BURRARD ST,Central Business District,490488.505,5458367.5339
Theft of Vehicle,2019,5,18,12,0,13XX CHARLES ST,Grandview-Woodland,494380.8086,5457817.2184
Theft of Vehicle,2019,9,22,3,30,13XX DAVIE ST,West End,490113.9979,5458971.1986
Theft of Vehicle,2019,12,7,17,0,13XX DAVIE ST,West End,490113.9979,5458971.1986
Theft of Vehicle,2019,7,19,20,0,13XX E 12TH AVE,Kensington-Cedar Cottage,494411.149,5456325.6921
Theft of Vehicle,2019,4,26,18,0,13XX E 21ST AVE,Kensington-Cedar Cottage,494359.3353,5455445.0305
Theft of Vehicle,2019,9,28,0,0,13XX E 26TH AVE,Kensington-Cedar Cottage,494317.0929,5454970.3541
Theft of Vehicle,2019,9,15,23,12,13XX E 41ST AVE,Kensington-Cedar Cottage,494370.2151,5453336.7558
Theft of Vehicle,2019,4,4,20,0,13XX E 55TH AVE,Sunset,494166.816,5451867.3279
Theft of Vehicle,2019,4,20,17,0,13XX E 60TH AVE,Sunset,494174.6771,5451412.495
Theft of Vehicle,2019,10,10,21,0,13XX E 61ST AVE,Sunset,494263.2179,5451325.1026
Theft of Vehicle,2019,4,28,15,0,13XX E 63RD AVE,Sunset,494191.4991,5451119.055
Theft of Vehicle,2019,11,30,0,0,13XX E 64TH AVE,Sunset,494299.5893,5451029.2243
Theft of Vehicle,2019,11,28,22,30,13XX E 8TH AVE,Grandview-Woodland,494366.4227,5456728.025
Theft of Vehicle,2019,11,28,0,0,13XX E HASTINGS ST,Grandview-Woodland,494417.2723,5458739.2455
Theft of Vehicle,2019,3,21,9,40,13XX HARO ST,West End,490520.9789,5459339.3071
Theft of Vehicle,2019,8,13,22,30,13XX HARO ST,West End,490520.9789,5459339.3071
Theft of Vehicle,2019,7,23,13,3,13XX HARO ST,West End,490544.6115,5459329.1549
Theft of Vehicle,2019,8,27,8,9,13XX HARO ST,West End,490544.6115,5459329.1549
Theft of Vehicle,2019,12,23,16,0,13XX HORNBY ST,Central Business District,490495.2622,5458222.0627
Theft of Vehicle,2019,9,10,23,30,13XX JERVIS ST,West End,489988.409,5458694.4324
Theft of Vehicle,2019,8,17,6,0,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494440.0851,5455277.2944
Theft of Vehicle,2019,10,7,22,0,13XX LAKEWOOD DR,Grandview-Woodland,495496.0934,5457778.0384
Theft of Vehicle,2019,2,6,0,0,13XX MCLEAN DR,Grandview-Woodland,494577.6434,5457742.7845
Theft of Vehicle,2019,10,25,8,12,13XX NAPIER ST,Grandview-Woodland,494382.4188,5458018.5616
Theft of Vehicle,2019,12,19,20,35,13XX PACIFIC BLVD,Central Business District,491002.724,5457849.5721
Theft of Vehicle,2019,8,30,18,0,13XX PARK DR,Marpole,490039.7613,5451511.3844
Theft of Vehicle,2019,7,10,16,30,13XX PARK DR,Marpole,490178.5561,5451460.4429
Theft of Vehicle,2019,3,1,21,30,13XX PENDRELL ST,West End,490212.5454,5459039.8604
Theft of Vehicle,2019,4,10,9,52,13XX ROBSON ST,West End,490644.2737,5459370.981
Theft of Vehicle,2019,9,23,17,0,13XX W 12TH AVE,Fairview,490190.2096,5456445.1319
Theft of Vehicle,2019,11,2,14,0,13XX W 14TH AVE,Fairview,490105.223,5456237.8325
Theft of Vehicle,2019,9,21,8,30,13XX W 8TH AVE,Fairview,490204.8685,5456866.2759
Theft of Vehicle,2019,2,3,14,0,14XX BEACH AVE,West End,489826.1077,5458800.9166
Theft of Vehicle,2019,2,6,17,30,14XX BEACH AVE,West End,489826.1077,5458800.9166
Theft of Vehicle,2019,12,16,11,42,14XX BURNABY ST,West End,489961.3118,5458963.25
Theft of Vehicle,2019,12,5,7,45,14XX CLARK DR,Grandview-Woodland,494379.5693,5457730.5069
Theft of Vehicle,2019,8,31,10,26,14XX CREEKSIDE DR,Fairview,489764.4032,5457805.9818
Theft of Vehicle,2019,4,3,18,0,14XX DAVIE ST,West End,490079.7033,5459005.2512
Theft of Vehicle,2019,9,9,7,0,14XX E 17TH AVE,Kensington-Cedar Cottage,494548.5558,5455846.3133
Theft of Vehicle,2019,2,19,22,0,14XX E 20TH AVE,Kensington-Cedar Cottage,494471.5648,5455534.9273
Theft of Vehicle,2019,6,19,18,0,14XX E 3RD AVE,Grandview-Woodland,494517.2333,5457229.2559
Theft of Vehicle,2019,8,24,1,46,14XX E 49TH AVE,Victoria-Fraserview,494374.9166,5452497.8452
Theft of Vehicle,2019,10,5,19,30,14XX E 49TH AVE,Victoria-Fraserview,494374.9166,5452497.8452
Theft of Vehicle,2019,9,14,21,0,14XX E 4TH AVE,Grandview-Woodland,494592.7198,5457133.2966
Theft of Vehicle,2019,11,7,0,0,14XX E 8TH AVE,Grandview-Woodland,494604.5555,5456723.8594
Theft of Vehicle,2019,5,22,7,23,14XX E KENT AVE N,Victoria-Fraserview,494388.9676,5450730.8185
Theft of Vehicle,2019,7,21,20,0,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494474.6723,5455080.4232
Theft of Vehicle,2019,6,1,17,30,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494612.1072,5455079.1079
Theft of Vehicle,2019,3,29,13,30,14XX HARO ST,West End,490465.3956,5459393.1506
Theft of Vehicle,2019,7,18,23,30,14XX HARWOOD ST,West End,489894.2568,5458876.172
Theft of Vehicle,2019,3,22,18,30,14XX KINGSWAY AVE,Kensington-Cedar Cottage,494550.9674,5455211.8937
Theft of Vehicle,2019,8,12,12,0,14XX LAMEYS MILL RD,Fairview,490094.2869,5457244.9618
Theft of Vehicle,2019,8,14,18,0,14XX MARPOLE AVE,Fairview,489952.6838,5456070.6552
Theft of Vehicle,2019,11,5,22,0,14XX NAPIER ST,Grandview-Woodland,494484.557,5458015.7453
Theft of Vehicle,2019,10,6,15,2,14XX QUEBEC ST,Mount Pleasant,492586.2532,5457734.6766
Theft of Vehicle,2019,10,9,20,0,14XX RICHARDS ST,Central Business District,490703.6216,5457866.6642
Theft of Vehicle,2019,10,19,12,0,14XX RICHARDS ST,Central Business District,490703.6216,5457866.6642
Theft of Vehicle,2019,4,4,18,0,14XX VENABLES ST,Grandview-Woodland,494503.9048,5458218.6389
Theft of Vehicle,2019,1,6,12,5,14XX W 12TH AVE,Fairview,489974.0961,5456460.2828
Theft of Vehicle,2019,7,15,5,0,14XX W 52ND AVE,Oakridge,489855.0936,5452379.052
Theft of Vehicle,2019,11,12,23,0,14XX WOODLAND DR,Grandview-Woodland,494660.6406,5457710.5458
Theft of Vehicle,2019,6,28,22,0,15XX BEACH AVE,West End,489752.1178,5458875.6304
Theft of Vehicle,2019,7,29,2,0,15XX CHARLES ST,Grandview-Woodland,494683.4072,5457816.9938
Theft of Vehicle,2019,6,22,10,36,15XX COMMERCIAL DR,Grandview-Woodland,494939.4329,5457612.1447
Theft of Vehicle,2019,1,21,22,0,15XX E 14TH AVE,Kensington-Cedar Cottage,494700.4927,5456120.0107
Theft of Vehicle,2019,7,14,6,32,15XX E 20TH AVE,Kensington-Cedar Cottage,494655.5347,5455530.1287
Theft of Vehicle,2019,1,4,21,0,15XX E 21ST AVE,Kensington-Cedar Cottage,494685.9343,5455438.6997
Theft of Vehicle,2019,10,1,4,52,15XX E 4TH AVE,Grandview-Woodland,494739.0716,5457122.9209
Theft of Vehicle,2019,1,18,17,34,15XX E 60TH AVE,Victoria-Fraserview,494549.4655,5451405.6776
Theft of Vehicle,2019,7,18,9,30,15XX E HASTINGS ST,Grandview-Woodland,494702.2158,5458724.7723
Theft of Vehicle,2019,3,22,16,20,15XX GRAVELEY ST,Grandview-Woodland,494662.7308,5457527.9088
Theft of Vehicle,2019,12,7,13,0,15XX MAIN ST,Mount Pleasant,492697.8332,5457658.4092
Theft of Vehicle,2019,5,12,12,0,15XX MARPOLE AVE,Shaughnessy,489781.6029,5455919.1121
Theft of Vehicle,2019,8,9,6,0,15XX W 10TH AVE,Fairview,489786.1906,5456669.9732
Theft of Vehicle,2019,11,4,0,0,15XX W 37TH AVE,Shaughnessy,489787.725,5453922.5862
Theft of Vehicle,2019,4,17,13,35,15XX W 49TH AVE,Kerrisdale,489787.2743,5452702.0863
Theft of Vehicle,2019,8,14,18,0,15XX W 6TH AVE,Fairview,489877.1484,5457061.8683
Theft of Vehicle,2019,10,18,11,33,16XX ADANAC ST,Grandview-Woodland,494716.9576,5458314.3773
Theft of Vehicle,2019,11,6,0,0,16XX ADANAC ST,Grandview-Woodland,494801.8464,5458312.3244
Theft of Vehicle,2019,11,10,14,0,16XX ALBERNI ST,West End,490406.2249,5459762.9341
Theft of Vehicle,2019,11,8,22,0,16XX BARCLAY ST,West End,490165.9748,5459538.6641
Theft of Vehicle,2019,7,12,23,0,16XX BARCLAY ST,West End,490198.1158,5459506.7343
Theft of Vehicle,2019,8,15,8,15,16XX BAYSHORE DR,Central Business District,490596.6783,5459868.0693
Theft of Vehicle,2019,10,20,1,15,16XX BAYSHORE DR,Central Business District,490598.522,5459866.264
Theft of Vehicle,2019,2,28,9,0,16XX BEACH AVE,West End,489679.4415,5458940.0624
Theft of Vehicle,2019,2,28,17,0,16XX BEACH AVE,West End,489679.4415,5458940.0624
Theft of Vehicle,2019,12,11,12,0,16XX BEACH AVE,West End,489679.4415,5458940.0624
Theft of Vehicle,2019,12,18,5,0,16XX BEACH AVE,West End,489679.4415,5458940.0624
Theft of Vehicle,2019,11,11,22,0,16XX E 10TH AVE,Kensington-Cedar Cottage,494781.6732,5456512.9037
Theft of Vehicle,2019,7,4,14,0,16XX E 13TH AVE,Kensington-Cedar Cottage,494778.2956,5456212.9077
Theft of Vehicle,2019,5,12,8,0,16XX E 1ST AVE,Grandview-Woodland,494856.0732,5457431.2335
Theft of Vehicle,2019,9,28,23,0,16XX E 59TH AVE,Victoria-Fraserview,494620.4324,5451511.1649
Theft of Vehicle,2019,3,23,7,35,16XX E 6TH AVE,Grandview-Woodland,494830.6149,5456932.7917
Theft of Vehicle,2019,7,21,13,20,16XX E 6TH AVE,Grandview-Woodland,494830.6149,5456932.7917
Theft of Vehicle,2019,12,5,12,30,16XX E GEORGIA ST,Grandview-Woodland,494719.6095,5458414.47
Theft of Vehicle,2019,9,1,18,12,16XX E PENDER ST,Grandview-Woodland,494792.0881,5458622.9092
Theft of Vehicle,2019,2,10,20,0,16XX FRANCES ST,Grandview-Woodland,494721.6096,5458514.8884
Theft of Vehicle,2019,9,1,9,0,16XX GRANVILLE ST,Central Business District,490419.584,5457877.1578
Theft of Vehicle,2019,1,20,13,30,16XX HARO ST,West End,490242.0585,5459620.1442
Theft of Vehicle,2019,12,20,14,54,16XX HARWOOD ST,West End,489680.6722,5459099.7704
Theft of Vehicle,2019,8,6,10,38,16XX HOWE ST,Central Business District,490355.2593,5457945.5331
Theft of Vehicle,2019,11,5,13,0,16XX JOHNSTON ST,Fairview,490124.9546,5457766.1695
Theft of Vehicle,2019,9,22,13,15,16XX KINGSWAY AVE,Kensington-Cedar Cottage,494839.5496,5455015.443
Theft of Vehicle,2019,10,22,12,0,16XX KITCHENER ST,Grandview-Woodland,494824.4477,5457716.6231
Theft of Vehicle,2019,1,14,15,12,16XX MAIN ST,Strathcona,492705.7878,5457612.2186
Theft of Vehicle,2019,1,19,17,0,16XX NAPIER ST,Grandview-Woodland,494923.032,5458018.925
Theft of Vehicle,2019,3,6,11,57,16XX PANDORA ST,Grandview-Woodland,494759.8684,5458934.0954
Theft of Vehicle,2019,10,6,23,25,16XX ROBSON ST,West End,490282.6342,5459743.6233
Theft of Vehicle,2019,7,19,16,0,16XX SALT ST,Mount Pleasant,492288.7862,5457631.7875
Theft of Vehicle,2019,3,20,0,0,16XX W 1ST AVE,Fairview,489595.9378,5457545.8746
Theft of Vehicle,2019,8,6,7,55,16XX W 37TH AVE,Shaughnessy,489616.1932,5453929.1658
Theft of Vehicle,2019,4,28,10,30,16XX W 43RD AVE,Kerrisdale,489697.7258,5453306.6662
Theft of Vehicle,2019,6,18,17,30,16XX W 5TH AVE,Fairview,489658.0151,5457155.3974
Theft of Vehicle,2019,7,15,21,15,16XX W 64TH AVE,Marpole,489412.4748,5451166.0185
Theft of Vehicle,2019,3,5,18,0,17XX BARCLAY ST,West End,490103.0211,5459601.1709
Theft of Vehicle,2019,2,22,15,0,17XX BURRARD ST,Fairview,489419.4108,5457523.1056
Theft of Vehicle,2019,3,28,17,6,17XX COTTRELL ST,Strathcona,493861.0356,5457338.3265
Theft of Vehicle,2019,5,31,16,50,17XX DAVIE ST,West End,489742.0455,5459351.9429
Theft of Vehicle,2019,1,8,18,30,17XX E 16TH AVE,Kensington-Cedar Cottage,495001.0431,5455947.9718
Theft of Vehicle,2019,2,16,16,0,17XX E 34TH AVE,Kensington-Cedar Cottage,494821.1656,5454056.9326
Theft of Vehicle,2019,5,2,17,30,17XX E 60TH AVE,Victoria-Fraserview,494762.2124,5451401.5585
Theft of Vehicle,2019,5,28,18,0,17XX E 7TH AVE,Grandview-Woodland,494926.2323,5456820.6161
Theft of Vehicle,2019,7,3,18,0,17XX E PENDER ST,Grandview-Woodland,494885.2581,5458612.1117
Theft of Vehicle,2019,3,15,4,0,17XX FRANCES ST,Grandview-Woodland,494914.8723,5458519.9537
Theft of Vehicle,2019,9,26,0,0,17XX GRANT ST,Grandview-Woodland,494939.1243,5457618.3967
Theft of Vehicle,2019,5,30,18,0,17XX KINGSWAY AVE,Kensington-Cedar Cottage,494910.1086,5454954.0755
Theft of Vehicle,2019,2,17,18,0,17XX KINGSWAY AVE,Kensington-Cedar Cottage,494966.2381,5454925.285
Theft of Vehicle,2019,9,11,22,0,17XX KITCHENER ST,Grandview-Woodland,495024.9873,5457705.9283
Theft of Vehicle,2019,3,6,3,0,17XX NELSON ST,West End,489995.195,5459563.5897
Theft of Vehicle,2019,5,28,12,0,17XX ROBSON ST,West End,490168.5069,5459855.102
Theft of Vehicle,2019,8,12,0,0,17XX ROBSON ST,West End,490168.5069,5459855.102
Theft of Vehicle,2019,3,29,12,0,17XX VENABLES ST,Grandview-Woodland,494950.8631,5458208.7815
Theft of Vehicle,2019,2,1,0,0,17XX W 2ND AVE,Fairview,489435.4562,5457451.9479
Theft of Vehicle,2019,2,20,20,15,17XX W 62ND AVE,Marpole,489373.2636,5451372.6114
Theft of Vehicle,2019,9,17,13,54,17XX W 7TH AVE,Fairview,489443.151,5456979.4107
Theft of Vehicle,2019,11,18,17,30,17XX WILLIAM ST,Grandview-Woodland,494947.2839,5457908.1063
Theft of Vehicle,2019,1,30,20,0,18XX ADANAC ST,Grandview-Woodland,495056.9832,5458316.6393
Theft of Vehicle,2019,10,6,9,11,18XX CHARLES ST,Grandview-Woodland,495168.5619,5457804.2112
Theft of Vehicle,2019,4,14,22,30,18XX COMOX ST,West End,489780.1029,5459611.0785
Theft of Vehicle,2019,10,22,18,0,18XX E 2ND AVE,Grandview-Woodland,495074.5873,5457322.5399
Theft of Vehicle,2019,12,28,11,30,18XX E 40TH AVE,Kensington-Cedar Cottage,495002.4171,5453424.0658
Theft of Vehicle,2019,7,11,19,2,18XX E 41ST AVE,Victoria-Fraserview,495003.2307,5453307.3995
Theft of Vehicle,2019,11,26,12,40,18XX E 56TH AVE,Victoria-Fraserview,494922.1277,5451813.2353
Theft of Vehicle,2019,3,21,0,0,18XX E GEORGIA ST,Grandview-Woodland,495137.7137,5458415.2534
Theft of Vehicle,2019,11,13,0,0,18XX E GEORGIA ST,Grandview-Woodland,495141.1042,5458406.0041
Theft of Vehicle,2019,7,5,4,0,18XX E HASTINGS ST,Grandview-Woodland,495115.7944,5458726.1349
Theft of Vehicle,2019,11,10,18,0,18XX E PENDER ST,Grandview-Woodland,495045.2602,5458618.6082
Theft of Vehicle,2019,5,10,0,31,18XX ISLAND AVE,Victoria-Fraserview,494983.0598,5450737.3273
Theft of Vehicle,2019,8,18,21,0,18XX KINGSWAY AVE,Kensington-Cedar Cottage,495136.3793,5454802.1236
Theft of Vehicle,2019,12,18,8,45,18XX MCLEAN DR,Grandview-Woodland,494516.2242,5457328.3742
Theft of Vehicle,2019,8,3,12,0,18XX NANAIMO ST,Hastings-Sunrise,495883.4624,5457251.6316
Theft of Vehicle,2019,3,30,15,0,18XX PANDORA ST,Grandview-Woodland,495037.1673,5458921.2777
Theft of Vehicle,2019,9,12,12,0,18XX POWELL ST,Grandview-Woodland,495044.9928,5459062.5069
Theft of Vehicle,2019,10,4,16,0,18XX VENABLES ST,Grandview-Woodland,495164.2492,5458216.9566
Theft of Vehicle,2019,10,22,18,0,18XX WOODLAND DR,Grandview-Woodland,494655.8828,5457331.0807
Theft of Vehicle,2019,6,22,22,0,19XX ADANAC ST,Grandview-Woodland,495270.8506,5458313.3451
Theft of Vehicle,2019,8,18,23,30,19XX CHARLES ST,Grandview-Woodland,495235.2729,5457803.3353
Theft of Vehicle,2019,12,9,18,0,19XX E 13TH AVE,Kensington-Cedar Cottage,495207.096,5456206.677
Theft of Vehicle,2019,4,14,16,40,19XX E 1ST AVE,Grandview-Woodland,495249.8643,5457429.0412
Theft of Vehicle,2019,2,14,8,26,19XX E 4TH AVE,Grandview-Woodland,495250.9942,5457127.2362
Theft of Vehicle,2019,8,11,15,0,19XX E 4TH AVE,Grandview-Woodland,495291.4937,5457117.6644
Theft of Vehicle,2019,6,22,21,0,19XX E 8TH AVE,Grandview-Woodland,495213.2668,5456717.1542
Theft of Vehicle,2019,12,26,13,0,19XX E HASTINGS ST,Grandview-Woodland,495237.9664,5458724.0436
Theft of Vehicle,2019,9,25,8,30,19XX FERNDALE ST,Grandview-Woodland,495256.9585,5458552.8165
Theft of Vehicle,2019,1,28,16,30,19XX MAIN ST,Mount Pleasant,492675.0284,5457224.8099
Theft of Vehicle,2019,6,4,15,34,19XX MAIN ST,Mount Pleasant,492675.0284,5457224.8099
Theft of Vehicle,2019,10,22,2,0,19XX MAIN ST,Mount Pleasant,492675.0284,5457224.8099
Theft of Vehicle,2019,7,18,17,0,19XX NELSON ST,West End,489714.0169,5459843.8154
Theft of Vehicle,2019,5,29,19,0,19XX NELSON ST,West End,489771.5969,5459773.7791
Theft of Vehicle,2019,3,14,13,23,19XX SW MARINE DR,Kerrisdale,488974.8998,5451054.6543
Theft of Vehicle,2019,6,13,12,0,19XX TRIUMPH ST,Grandview-Woodland,495287.6063,5459026.0132
Theft of Vehicle,2019,9,13,18,0,19XX W 15TH AVE,Kitsilano,489094.3765,5456169.5581
Theft of Vehicle,2019,9,18,0,0,19XX W 16TH AVE,Kitsilano,489172.7135,5456066.3919
Theft of Vehicle,2019,5,14,16,30,19XX W 41ST AVE,Kerrisdale,489131.1761,5453529.2017
Theft of Vehicle,2019,9,10,22,30,19XX W 5TH AVE,Kitsilano,489124.482,5457167.2862
Theft of Vehicle,2019,6,5,22,0,1X TAMATH CRES,Musqueam,485428.0642,5453599.6955
Theft of Vehicle,2019,9,23,7,0,1XX ALEXANDER ST,Central Business District,492740.0993,5459038.5418
Theft of Vehicle,2019,10,28,19,30,1XX E 3RD AVE,Mount Pleasant,492591.1093,5457275.4034
Theft of Vehicle,2019,1,31,6,30,1XX E 44TH AVE,Sunset,492497.505,5453069.7451
Theft of Vehicle,2019,12,4,2,25,1XX E CORDOVA ST,Central Business District,492574.641,5458843.7457
Theft of Vehicle,2019,5,12,16,45,1XX E CORDOVA ST,Central Business District,492585.3551,5458852.5211
Theft of Vehicle,2019,8,5,21,0,1XX E HASTINGS ST,Central Business District,492636.1816,5458736.5923
Theft of Vehicle,2019,9,22,11,46,1XX E PENDER ST,Central Business District,492571.0078,5458632.2725
Theft of Vehicle,2019,6,2,2,0,1XX JACKSON AVE,Strathcona,493218.7074,5459025.2009
Theft of Vehicle,2019,2,6,18,54,1XX KEEFER PL,Central Business District,492124.9427,5458571.5852
Theft of Vehicle,2019,7,11,16,52,1XX KEEFER ST,Central Business District,492579.935,5458506.9319
Theft of Vehicle,2019,5,24,6,35,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Theft of Vehicle,2019,5,4,14,0,1XX MAIN ST,Strathcona,492768.7491,5459038.5902
Theft of Vehicle,2019,12,27,1,20,1XX MAIN ST,Strathcona,492768.7491,5459038.5902
Theft of Vehicle,2019,12,26,17,30,1XX MILROSS AVE,Central Business District,492582.9829,5458147.4201
Theft of Vehicle,2019,8,9,0,40,1XX MILROSS AVE,Central Business District,492611.254,5458146.4798
Theft of Vehicle,2019,9,16,23,0,1XX MILROSS AVE,Central Business District,492707.3757,5458143.2828
Theft of Vehicle,2019,1,27,9,20,1XX SE MARINE DR,Sunset,492444.8425,5450993.2608
Theft of Vehicle,2019,9,10,21,45,1XX SEMLIN DR,Grandview-Woodland,495381.889,5459016.0179
Theft of Vehicle,2019,5,10,16,30,1XX SWITCHMEN ST,Mount Pleasant,492672.5778,5457575.4227
Theft of Vehicle,2019,5,22,8,40,1XX TERMINAL AVE,Central Business District,492697.7709,5457806.2302
